ClimateDataEdit3
Year,Mo,Globe,Land,Ocean,NH,Land,Ocean,SH,Land,Ocean,NoPol,Land,Ocean,SoPol,Land,Ocean
2015,9,0.09,-0.07,0.15,0.16,0.03,0.25,0.01,-0.31,0.08,-0.05,-0.14,0.05,-1,-1.85,-0.6
2015,10,0.28,0.41,0.22,0.46,0.45,0.47,0.09,0.33,0.04,0.34,0.25,0.45,-0.32,0.2,-0.56
2015,11,0.21,0.35,0.15,0.31,0.43,0.24,0.11,0.18,0.09,-0.38,-0.3,-0.46,-0.59,-0.37,-0.69
2015,12,0.35,0.46,0.31,0.47,0.54,0.42,0.24,0.27,0.23,-0.52,-0.26,-0.83,0.16,0.05,0.21
2016,1,0.42,0.42,0.42,0.57,0.56,0.58,0.27,0.09,0.31,2.12,2.27,1.96,-0.49,-0.86,-0.32
2016,2,0.7,0.92,0.62,0.97,1.16,0.84,0.44,0.37,0.45,1.25,1.33,1.16,-0.52,-0.79,-0.39
2016,3,0.64,0.83,0.57,0.8,0.99,0.68,0.48,0.46,0.49,1.25,1.3,1.19,-0.39,-0.26,-0.44
2016,4,0.61,0.73,0.56,0.7,0.78,0.66,0.51,0.6,0.49,1.48,1.69,1.25,0.23,0.06,0.31
2016,5,0.42,0.43,0.41,0.46,0.32,0.55,0.37,0.66,0.31,0.77,0.57,1,1.01,1.5,0.77
2016,6,0.21,0.14,0.24,0.34,0.33,0.34,0.08,-0.3,0.16,0.55,0.7,0.39,-1.1,-1.88,-0.73
2016,7,0.26,0.29,0.24,0.31,0.33,0.3,0.2,0.21,0.2,0.2,0.34,0.04,0.12,-0.71,0.52
2016,8,0.32,0.49,0.25,0.43,0.46,0.41,0.21,0.56,0.14,0.65,0.86,0.4,0.58,1.56,0.12
2016,9,0.3,0.37,0.27,0.36,0.56,0.23,0.24,-0.07,0.3,1.03,1,1.05,-0.17,-0.67,0.07
2016,10,0.28,0.13,0.34,0.27,0.01,0.44,0.29,0.4,0.26,1.37,0.57,2.29,1.06,0.94,1.12
2016,11,0.34,0.39,0.33,0.3,0.31,0.29,0.39,0.58,0.35,0.7,0.25,1.22,1.27,1.88,0.97
2016,12,0.16,0.18,0.15,0.15,0.09,0.19,0.17,0.38,0.13,-0.08,-0.6,0.51,0.61,0.96,0.45
2017,1,0.26,0.4,0.2,0.24,0.42,0.12,0.28,0.35,0.26,0.66,0.61,0.72,0.64,0.51,0.71
2017,2,0.3,0.56,0.2,0.42,0.67,0.27,0.18,0.31,0.16,1.09,1.09,1.1,0.51,0.93,0.31
2017,3,0.18,0.51,0.05,0.28,0.6,0.07,0.08,0.28,0.03,1.08,1.37,0.75,0.13,0.35,0.02
2017,4,0.18,0.17,0.19,0.18,0.26,0.13,0.19,-0.03,0.23,-0.14,-0.27,0,-0.15,-0.46,0
2017,5,0.32,0.31,0.33,0.21,0.21,0.22,0.43,0.54,0.41,-0.15,-0.32,0.05,0.6,0.84,0.49
2017,6,0.09,0.08,0.09,0.15,0.15,0.15,0.03,-0.09,0.05,-0.22,-0.13,-0.32,-1.34,-2.39,-0.84
2017,7,0.16,0.19,0.16,0.14,0.09,0.18,0.19,0.41,0.14,-0.42,-0.45,-0.39,-0.76,-1.02,-0.64
2017,8,0.29,0.25,0.31,0.29,0.32,0.28,0.29,0.1,0.33,0.34,0.82,-0.21,-0.45,-1.07,-0.15
2017,9,0.39,0.39,0.39,0.37,0.47,0.31,0.42,0.23,0.45,0.86,0.78,0.95,-0.72,-1.17,-0.51
2017,10,0.47,0.54,0.44,0.48,0.53,0.44,0.46,0.55,0.45,0.53,0.22,0.89,0.98,1.35,0.81
2017,11,0.22,0.14,0.25,0.19,0.17,0.2,0.25,0.07,0.29,0.39,0.3,0.49,0.31,0.4,0.27
2017,12,0.31,0.53,0.22,0.43,0.65,0.29,0.19,0.26,0.17,1.28,1.53,1,0.16,0.34,0.08
2018,1,0.15,0.37,0.06,0.35,0.51,0.25,-0.06,0.04,-0.08,1.05,0.96,1.16,0.06,0.58,-0.18
2018,2,0.08,0.01,0.11,0.06,-0.04,0.13,0.11,0.12,0.1,0.93,0.43,1.5,0.2,0.05,0.27
2018,3,0.15,0.4,0.05,0.24,0.47,0.1,0.05,0.23,0.01,-0.55,-0.5,-0.6,0.14,0.22,0.1
2018,4,0.09,0.34,-0.01,0.16,0.24,0.11,0.01,0.57,-0.1,0.62,0.44,0.84,0.95,1.77,0.55
2018,5,0.04,0.23,-0.04,0.21,0.31,0.15,-0.13,0.06,-0.17,-0.18,-0.45,0.14,-0.2,0.37,-0.48
2018,6,0.06,0.2,0.01,0.18,0.28,0.11,-0.05,0,-0.06,0.51,0.49,0.53,-0.08,0.34,-0.28
2018,7,0.17,0.4,0.08,0.23,0.41,0.11,0.11,0.37,0.05,0.12,0.11,0.13,0.32,0.47,0.25
2018,8,0.06,0.22,-0.01,0.08,0.22,-0.01,0.03,0.21,0,-0.06,0.01,-0.14,0.17,1.01,-0.24
2018,9,-0.03,-0.06,-0.02,-0.02,-0.07,0.01,-0.04,-0.04,-0.04,0,0.01,-0.02,-0.6,-0.95,-0.44
2018,10,0.03,0.1,0.01,0.09,0.11,0.08,-0.02,0.08,-0.05,0.81,0.99,0.6,-0.44,-0.13,-0.58
2018,11,0.12,-0.02,0.18,0.09,-0.11,0.21,0.16,0.18,0.15,0.39,0.33,0.47,-0.27,-0.5,-0.16
2018,12,0.13,0.2,0.1,0.22,0.17,0.25,0.04,0.28,-0.01,0.55,0.6,0.48,-0.33,0.39,-0.67
2019,1,0.24,0.18,0.26,0.19,0.15,0.22,0.28,0.23,0.29,-0.49,-0.48,-0.49,-0.07,-0.26,0.01
2019,2,0.21,0.18,0.22,0.25,0.08,0.35,0.18,0.41,0.13,0.76,0.74,0.79,0.64,1.14,0.41
2019,3,0.22,0.27,0.19,0.25,0.25,0.25,0.18,0.32,0.15,0.73,1.23,0.17,0.18,0.4,0.07
2019,4,0.32,0.25,0.35,0.22,0.13,0.28,0.43,0.53,0.4,0.53,0.14,0.97,0.29,0.25,0.3
2019,5,0.2,0.09,0.24,0.13,0.02,0.2,0.26,0.27,0.26,0.67,0.76,0.56,-0.23,-0.53,-0.09
2019,6,0.34,0.19,0.4,0.27,0.17,0.33,0.41,0.22,0.45,0.65,0.6,0.7,-0.2,-1.45,0.38
2019,7,0.25,0.32,0.23,0.18,0.14,0.2,0.32,0.71,0.24,0.21,0.1,0.33,0.46,1,0.2
2019,8,0.26,0.25,0.26,0.25,0.22,0.28,0.27,0.34,0.25,0.27,0.34,0.2,0.41,0.38,0.43
2019,9,0.45,0.46,0.44,0.48,0.48,0.48,0.42,0.42,0.42,0.52,0.39,0.66,-0.01,-0.37,0.16
2019,10,0.29,0.53,0.2,0.46,0.54,0.41,0.13,0.51,0.05,0.72,0.75,0.67,0.83,1.3,0.61
2019,11,0.42,0.51,0.38,0.41,0.34,0.46,0.42,0.89,0.32,0.28,0.55,-0.03,1.31,1.71,1.12
2019,12,0.44,0.62,0.36,0.48,0.58,0.42,0.39,0.73,0.32,0.51,0.46,0.58,1.35,1.61,1.23
2020,1,0.42,0.53,0.38,0.44,0.49,0.41,0.4,0.61,0.36,-0.22,-0.09,-0.37,0.73,0.88,0.66
2020,2,0.59,0.71,0.55,0.74,0.83,0.68,0.45,0.44,0.45,-0.26,0.24,-0.85,0.79,0.53,0.91
2020,3,0.35,0.34,0.35,0.42,0.46,0.39,0.27,0.07,0.32,-0.95,-0.55,-1.41,-0.31,-0.96,0
2020,4,0.26,0.31,0.24,0.26,0.18,0.32,0.25,0.62,0.18,0.63,0.73,0.52,0.85,1.42,0.58
2020,5,0.42,0.45,0.41,0.43,0.4,0.45,0.41,0.56,0.38,0.84,0.82,0.86,0.55,1.18,0.25
2020,6,0.3,0.31,0.29,0.3,0.25,0.32,0.3,0.44,0.27,0.54,0.51,0.58,-0.08,-0.04,-0.1
2020,7,0.31,0.34,0.29,0.31,0.21,0.37,0.31,0.64,0.24,0.27,0.06,0.51,0.65,1.25,0.36
2020,8,0.3,0.31,0.3,0.34,0.33,0.35,0.26,0.27,0.26,0.3,0.16,0.46,-0.6,-0.28,-0.75
2020,9,0.4,0.55,0.34,0.42,0.51,0.35,0.39,0.64,0.34,0.24,0.47,-0.02,0.43,0.99,0.17
2020,10,0.38,0.45,0.35,0.53,0.51,0.55,0.22,0.32,0.2,0.95,0.82,1.09,-0.46,-0.28,-0.54
2020,11,0.4,0.6,0.32,0.52,0.69,0.41,0.27,0.38,0.25,1.09,1.05,1.15,-0.21,0.06,-0.34
2020,12,0.15,0.03,0.19,0.08,0.1,0.06,0.22,-0.11,0.28,0.44,0.37,0.52,-0.13,-0.68,0.14
2021,1,0.12,0.24,0.08,0.34,0.53,0.21,-0.09,-0.42,-0.02,0.5,0.26,0.76,-0.66,-1,-0.5
2021,2,0.2,0.12,0.23,0.32,0.28,0.34,0.08,-0.24,0.14,0.07,-0.31,0.52,-0.23,-0.75,0.01
2021,3,-0.01,0.15,-0.07,0.13,0.28,0.02,-0.14,-0.15,-0.13,-0.78,-1.05,-0.47,0.27,0.69,0.07
2021,4,-0.05,-0.07,-0.04,0.05,-0.02,0.11,-0.15,-0.18,-0.15,0.02,0.02,0.02,-0.14,-0.56,0.06
2021,5,0.08,0.11,0.07,0.14,0.21,0.09,0.03,-0.11,0.06,-0.04,0.27,-0.4,-0.04,-0.75,0.29
2021,6,-0.01,0.18,-0.08,0.31,0.53,0.16,-0.32,-0.61,-0.26,0.64,0.75,0.51,-1.24,-1.53,-1.11
2021,7,0.2,0.47,0.1,0.33,0.55,0.2,0.07,0.3,0.02,0.43,0.5,0.36,-0.02,0.3,-0.17
2021,8,0.17,0.37,0.09,0.27,0.42,0.17,0.08,0.28,0.03,0.83,1.08,0.55,-0.14,0.4,-0.4
2021,9,0.25,0.46,0.18,0.18,0.4,0.05,0.33,0.59,0.27,0.02,0.05,-0.01,0.32,0.74,0.12
2021,10,0.37,0.61,0.27,0.46,0.71,0.3,0.27,0.4,0.25,0.64,0.72,0.53,0.11,0.85,-0.25
2021,11,0.08,0.22,0.03,0.11,0.32,-0.02,0.06,-0.01,0.07,-0.42,-0.19,-0.7,-0.73,-0.68,-0.75
2021,12,0.21,0.17,0.22,0.27,0.2,0.32,0.15,0.12,0.15,0.01,-0.25,0.31,-0.42,-0.25,-0.51
2022,1,0.03,0.04,0.02,0.06,0.09,0.04,0,-0.08,0.01,0.68,0.88,0.45,-0.51,-0.47,-0.53
2022,2,0,-0.04,0.01,0.01,-0.05,0.04,-0.02,-0.03,-0.02,-0.3,0.19,-0.87,0.37,0.73,0.19
2022,3,0.15,0.28,0.1,0.27,0.34,0.23,0.02,0.15,0,0.74,0.31,1.23,0.03,0.81,-0.35
2022,4,0.26,0.37,0.22,0.35,0.49,0.25,0.18,0.09,0.2,0.45,0.27,0.66,0.07,-0.09,0.15
2022,5,0.17,0.3,0.12,0.25,0.39,0.15,0.1,0.11,0.09,0.23,0.32,0.12,0.24,0.5,0.12
2022,6,0.06,0.32,-0.04,0.08,0.34,-0.09,0.04,0.27,0,0.33,0.36,0.29,0.8,1.72,0.36
2022,7,0.36,0.52,0.29,0.37,0.47,0.3,0.35,0.64,0.29,0.55,0.68,0.41,0.18,0.35,0.1
